PredSIT,X,Y
1.831793,-471360.42908523156,570921.7078359076
1.8309098,-446469.2664180695,570920.6298795523
1.7160467,-421578.2407798368,570919.6102073804
1.7785867,-396687.34456851735,570918.648849592
1.744259,-371796.57017587294,570917.7458349186
1.7742699,-346905.90998744505,570916.9011901004
1.6947117,-322015.35638322646,570916.1149403098
1.6815878,-297124.901737854,570915.3871088609
1.7144158,-272234.5384211036,570914.7177174008
1.7168088,-247344.2587982133,570914.1067858138
1.6672071,-222454.05523027526,570913.5543322447
1.7180535,-197563.92007460946,570913.0603730843
1.7592425,-172673.84568516476,570912.6249230229
1.7458786,-147783.82441287098,570912.247994986
1.7221423,-122893.84860604156,570911.9296002183
1.7417216,-98003.91061070737,570911.6697480907
